LoanID	CustomerID	LoanType	LoanAmount	InterestRate	LoanStartDate	LoanEndDate
959	4949	Personal	236986	11.53	04/07/2020	29/11/2029
960	4784	Car	437901	9.93	06/10/2023	24/04/2026
961	3744	Car	4634	7.66	23/12/2021	01/10/2029
962	2446	Education	172221	10.56	30/04/2024	28/10/2029
963	2511	Car	219797	9.97	10/06/2022	28/05/2028
964	1233	Home	443712	2.94	16/10/2021	25/10/2028
965	1121	Personal	68821	6.36	06/12/2023	16/07/2028
966	4331	Home	147681	6	06/07/2022	05/08/2029
967	247	Education	293554	6.87	25/09/2020	16/01/2030
968	3295	Car	444637	5.39	05/04/2023	21/02/2030
969	730	Home	218704	3.48	04/05/2023	14/04/2027
970	372	Car	318985	4.76	29/07/2022	05/05/2028
971	4353	Car	472257	8.69	27/07/2023	30/12/2028
972	1579	Personal	182106	11.49	13/01/2023	29/06/2028
973	2018	Personal	84420	9.28	16/05/2022	15/01/2027
974	2913	Home	123549	7.99	30/07/2022	25/03/2027
975	1944	Education	193899	2.99	23/08/2020	05/12/2029
976	4443	Personal	89571	10.59	21/04/2021	19/02/2027
977	1	Car	49722	6.06	16/07/2020	19/07/2028
978	2415	Education	124010	9.34	18/03/2023	29/07/2026
979	2014	Personal	192372	12.14	11/05/2021	16/09/2028
980	2275	Personal	241371	3.08	31/03/2024	20/11/2028
981	4570	Car	493004	3.59	29/09/2021	29/04/2029
982	2045	Home	404354	10.78	23/11/2023	04/03/2029
983	1900	Personal	369129	3.31	01/07/2020	16/11/2028
984	3844	Home	352472	4.28	12/03/2023	07/04/2030
985	2209	Personal	415905	11.69	12/06/2021	08/03/2026
986	3542	Home	444911	5.28	29/04/2023	22/02/2028
987	4990	Car	56231	6.9	29/06/2020	23/03/2027
988	3131	Personal	276740	7.3	26/05/2023	13/08/2028
989	1257	Personal	22984	5.81	16/06/2021	08/03/2029
990	1675	Personal	451902	10.84	27/01/2024	23/01/2030
991	1286	Home	38170	3.63	22/05/2020	28/04/2028
992	764	Car	266517	10.27	23/01/2023	27/03/2029
993	2286	Home	197893	5.61	10/01/2021	27/02/2026
994	219	Education	464739	12.44	20/06/2021	17/02/2026
995	536	Car	91377	4.16	18/02/2023	11/02/2027
996	2669	Education	164468	11.37	21/11/2022	29/12/2027
997	884	Home	65209	5.01	03/02/2022	21/02/2027
998	854	Personal	149406	6.54	07/02/2024	27/07/2029
999	126	Home	12265	10.08	15/04/2023	23/03/2026
1000	2718	Car	71987	9.55	02/07/2022	01/09/2027
1001	4924	Education	360892	5.46	15/02/2024	28/04/2028
1002	4046	Personal	7185	12.13	06/06/2020	21/07/2026
1003	1149	Car	209097	12.32	02/12/2023	08/06/2028
1004	2875	Home	258142	3.47	25/11/2021	17/04/2029
1005	2364	Personal	289759	5.87	15/08/2021	16/10/2029
1006	1290	Home	407899	4.22	19/05/2022	13/04/2026
1007	524	Personal	237553	12.32	24/12/2022	16/12/2029
1008	2999	Car	415356	10.33	22/06/2021	24/02/2027
1009	4798	Personal	39319	10.1	04/05/2022	24/06/2025
1010	2736	Car	488391	11.21	03/10/2023	10/06/2025
1011	3451	Personal	88431	4.92	12/04/2021	04/03/2029
1012	2760	Education	431581	8.59	03/04/2024	18/01/2030
1013	4629	Personal	255156	5.58	09/03/2021	11/09/2025
1014	2848	Home	272424	10.01	26/05/2023	02/12/2027
1015	3888	Car	469788	12.46	08/11/2023	05/03/2026
1016	4637	Education	348252	11.72	22/03/2024	19/11/2029
1017	866	Education	140658	3.61	08/11/2023	09/01/2030
1018	4738	Home	484776	7.05	21/11/2020	28/09/2027
1019	3932	Car	418270	12.2	24/10/2023	05/05/2027
1020	4432	Education	388576	8.83	11/08/2023	28/09/2027
1021	249	Education	495176	8.42	26/09/2022	22/06/2029
1022	964	Education	491272	11.71	17/10/2023	29/05/2025
1023	2007	Education	383130	8.76	21/08/2022	21/12/2027
1024	3225	Personal	152291	7.74	07/03/2023	23/09/2025
1025	575	Personal	118650	11.1	17/11/2022	08/04/2029
1026	953	Car	331894	8.57	25/10/2020	26/12/2029
1027	3822	Education	253769	6.12	14/07/2021	02/03/2030
1028	2167	Home	379972	3.91	12/11/2020	30/01/2028
1029	4443	Home	412574	3.17	02/04/2024	22/09/2029
1030	3140	Education	180908	8.07	24/09/2020	09/04/2029
1031	3495	Education	78463	8.23	03/03/2024	11/06/2029
1032	1110	Car	53969	7.13	16/11/2020	20/04/2030
1033	866	Car	8092	8.8	08/06/2020	20/07/2028
1034	2385	Home	272146	12.38	07/02/2021	03/10/2025
1035	2800	Home	41142	9.89	15/12/2020	09/09/2029
1036	2175	Home	475372	8.19	06/01/2021	03/04/2027
1037	3868	Education	498007	12.44	04/11/2020	10/12/2026
1038	1386	Car	365988	3	31/01/2022	15/08/2025
1039	3815	Home	349929	4.85	16/07/2020	17/09/2025
1040	1614	Education	189532	5.4	24/02/2024	25/02/2030
1041	563	Education	303887	4.64	03/04/2021	27/12/2029
1042	4976	Education	467370	6.15	22/01/2023	12/02/2030
1043	1800	Personal	52479	3.97	30/04/2022	25/12/2029
1044	4283	Education	16266	6.08	21/03/2022	23/04/2027
1045	3484	Car	281653	4.86	28/10/2021	10/08/2027
1046	207	Education	238689	4.89	08/01/2024	05/06/2027
1047	3401	Car	247164	2.72	25/04/2024	13/12/2028
1048	1733	Car	448947	4.76	17/03/2021	15/02/2027
1049	1571	Personal	377281	5.55	26/09/2021	18/11/2026
1050	4453	Car	309812	10.77	22/05/2021	22/12/2028
1051	510	Home	435414	9.15	16/01/2024	27/08/2028
1052	4960	Education	14485	6.7	26/08/2022	03/10/2029
1053	2705	Home	209264	11.25	14/07/2023	10/04/2030
1054	973	Education	193947	10.64	17/02/2024	22/04/2028
1055	3983	Education	39981	8.67	08/08/2021	24/01/2027
1056	2048	Home	162682	10.09	25/03/2022	26/11/2029
1057	2370	Home	198630	8.21	08/01/2021	30/03/2026
1058	2100	Education	2068	6.83	06/11/2021	26/09/2027
1059	42	Personal	470259	6.2	27/07/2022	06/01/2030
1060	4925	Home	97219	10.64	10/05/2024	19/08/2028
1061	3127	Car	266292	4	13/12/2022	13/06/2026
1062	3324	Personal	227121	8.54	10/03/2024	31/01/2028
1063	4651	Education	355158	7.5	25/03/2023	20/05/2025
1064	4901	Home	296421	4.88	12/11/2022	05/05/2026
1065	4182	Education	284638	6.06	16/11/2021	20/01/2029
1066	943	Education	14741	9.41	02/08/2021	30/12/2029
1067	1598	Personal	449112	9.51	26/04/2024	06/08/2029
1068	543	Personal	237618	7.02	04/09/2023	03/07/2029
1069	2592	Car	65528	9.96	07/03/2021	21/04/2027
1070	3299	Education	127106	5.01	24/07/2022	22/04/2026
1071	4203	Home	199392	11.68	26/11/2020	29/11/2026
1072	2102	Personal	111792	4.21	20/11/2022	24/08/2028
1073	4116	Car	51670	2.6	17/11/2020	01/02/2026
1074	542	Education	49538	6	16/01/2021	10/06/2028
1075	1138	Education	119000	11.2	07/04/2021	06/03/2027
1076	2778	Personal	377881	11.68	25/06/2023	10/10/2025
1077	568	Car	394132	11.9	12/06/2021	25/06/2026
1078	469	Home	372951	7.87	26/10/2020	29/03/2026
1079	1981	Personal	28714	6.84	28/10/2020	07/03/2026
1080	1973	Personal	358470	7.64	01/05/2021	12/08/2027
1081	3083	Personal	9332	5.88	30/04/2022	17/11/2028
1082	1535	Home	39406	5.63	16/04/2021	16/07/2026
1083	2334	Personal	100336	4.2	21/09/2021	06/06/2025
1084	2818	Personal	302943	2.53	20/02/2022	20/05/2027
1085	2231	Car	413617	5.01	24/01/2023	17/01/2026
1086	355	Car	462914	8.49	25/06/2021	22/02/2027
1087	4059	Personal	89428	11.99	18/09/2022	28/01/2027
1088	4948	Education	207718	4.39	01/03/2021	23/07/2029
1089	988	Home	125069	7.84	20/10/2021	22/10/2026
1090	3368	Personal	60641	4.89	15/11/2020	15/11/2026
1091	591	Home	81324	3.46	16/12/2020	28/05/2027
1092	4626	Personal	156394	5.31	05/02/2023	10/10/2026
1093	4829	Car	258776	4.94	17/03/2022	30/03/2027
1094	1967	Education	28906	8.22	18/01/2021	10/12/2025
1095	2203	Personal	160664	9.02	23/12/2020	12/01/2029
1096	4569	Education	498258	4.48	24/12/2021	05/10/2027
1097	4118	Education	308971	10.62	22/10/2020	15/12/2029
1098	4660	Car	223786	10.4	17/07/2020	01/11/2027
1099	1051	Home	390269	3.26	15/10/2021	05/01/2026
1100	4815	Education	370715	10.44	18/05/2023	02/09/2027
1101	476	Home	24574	2.96	22/08/2020	15/02/2026
1102	2430	Personal	487383	10.91	04/01/2022	11/09/2028
1103	4054	Personal	397043	5.53	13/12/2022	26/10/2027
1104	2890	Education	338986	11.46	29/12/2020	17/03/2028
1105	3013	Personal	97541	7.72	11/10/2021	17/10/2028
1106	2932	Personal	457065	2.69	26/11/2021	16/06/2025
1107	942	Education	358313	6.92	09/03/2023	04/11/2029
1108	1474	Education	149194	8.06	29/12/2023	06/09/2027
1109	963	Car	193208	4.33	19/06/2022	12/11/2029
1110	118	Home	63302	9.63	26/09/2021	20/11/2027
1111	3780	Home	287520	4.69	24/04/2024	05/08/2027
1112	4359	Home	1470	9.46	10/09/2023	14/04/2028
1113	710	Car	260452	7.45	16/11/2022	23/06/2028
1114	2324	Home	215194	4.18	15/10/2022	13/06/2025
1115	3232	Personal	436382	10.63	31/12/2020	25/05/2027
1116	117	Home	119272	11.5	02/10/2021	06/07/2025
1117	4365	Car	432051	5.47	18/03/2021	09/11/2029
1118	3626	Car	304139	5.54	26/01/2023	11/07/2028
1119	208	Education	171452	5.35	25/04/2024	14/06/2025
1120	2577	Education	33669	5.48	05/11/2021	13/03/2027
1121	1706	Personal	166312	3.08	30/10/2021	28/09/2029
1122	198	Education	205900	4.48	18/04/2023	22/01/2027
1123	2015	Home	4858	11.71	11/03/2024	07/05/2030
1124	1644	Home	121391	10.66	31/12/2022	16/06/2027
1125	1911	Personal	286106	2.7	20/07/2021	06/08/2029
1126	2426	Car	269786	12.01	12/06/2023	18/03/2026
1127	1217	Education	371459	6.89	06/10/2022	30/04/2030
1128	2224	Personal	59323	4.91	28/02/2021	26/08/2029
1129	4429	Car	166495	3.74	25/01/2023	03/12/2028
1130	862	Personal	423475	11.12	03/01/2023	04/02/2029
1131	2779	Education	242432	4.39	27/11/2021	13/06/2028
1132	3686	Car	241711	9.71	13/11/2022	10/11/2027
1133	4214	Education	217192	8.48	12/07/2020	31/03/2026
1134	2677	Education	159066	7.14	05/08/2021	24/02/2029
1135	827	Car	188342	11.52	17/10/2020	24/07/2028
1136	2427	Car	453039	7.52	19/01/2022	08/02/2026
1137	4041	Car	372157	6.1	10/10/2022	23/11/2028
1138	976	Personal	352392	11.6	05/05/2022	06/09/2027
1139	2110	Personal	333834	10.65	30/11/2023	25/07/2026
1140	441	Home	471361	8.15	20/01/2021	17/01/2027
1141	3710	Personal	8553	6.53	12/05/2020	05/06/2027
1142	2688	Home	432776	6.55	20/07/2022	05/02/2027
1143	4993	Personal	322846	5.02	09/01/2021	27/07/2029
1144	2156	Home	38317	9.07	25/10/2022	12/06/2026
1145	636	Home	460207	7.92	08/01/2023	13/08/2027
1146	3693	Personal	204595	7.69	04/04/2022	28/10/2025
1147	4032	Education	497788	10.94	12/07/2020	16/05/2026
1148	588	Home	437720	4.6	07/09/2022	05/03/2029
1149	3700	Car	211341	5.11	15/02/2022	11/02/2028
1150	4265	Personal	166212	3.45	11/04/2024	16/09/2026
1151	4983	Car	298397	8.32	02/07/2021	12/02/2029
1152	2457	Car	262558	5.31	09/09/2020	25/03/2030
1153	2420	Home	197800	8.13	16/01/2021	13/04/2028
1154	4801	Education	246278	3.04	04/07/2023	12/12/2026
1155	2847	Personal	148635	11.02	04/05/2022	15/12/2027
1156	1330	Home	302820	12.07	09/09/2020	10/04/2028
1157	4556	Car	234399	7.07	23/09/2022	08/04/2028
1158	3804	Car	210877	7.99	13/10/2022	18/12/2027
1159	4816	Car	233506	10.87	11/11/2023	27/06/2029
1160	948	Home	374184	7.95	20/09/2023	31/03/2028
1161	3033	Personal	448016	8.99	08/01/2022	04/03/2028
1162	4505	Home	482162	7.2	22/01/2024	22/10/2027
1163	4627	Car	413397	3.87	04/05/2024	06/11/2026
1164	2308	Home	297342	6.72	08/12/2022	28/12/2029
1165	1084	Personal	131958	7.2	02/01/2021	16/08/2028
1166	3801	Car	328547	6.75	05/10/2020	15/06/2027
1167	4858	Personal	60150	3.41	26/08/2023	24/03/2027
1168	3055	Home	265577	6.03	01/03/2023	26/07/2028
1169	4385	Home	415471	11.79	08/10/2022	21/11/2025
1170	108	Home	435135	5.94	08/09/2021	20/07/2028
1171	289	Home	268321	5.12	08/12/2020	30/01/2026
1172	577	Education	31058	7.09	15/10/2020	22/05/2026
1173	1450	Car	387599	12.07	06/05/2021	02/05/2028
1174	4338	Personal	283982	10.51	11/12/2020	17/06/2025
1175	3769	Car	420959	8.54	13/06/2023	01/05/2029
1176	2272	Home	169477	9.98	15/04/2024	19/12/2026
1177	2833	Car	175519	10.8	26/04/2022	06/05/2029
1178	501	Home	132079	4.99	01/01/2022	10/11/2026
1179	4781	Car	326078	5.33	23/11/2023	11/08/2028
1180	3456	Personal	248107	10.01	25/03/2024	04/11/2027
1181	69	Personal	362070	8.81	17/07/2022	08/03/2028
1182	1928	Education	62411	6.73	27/12/2023	22/04/2030
1183	3668	Home	433145	3.91	13/08/2021	26/01/2026
1184	1208	Personal	143255	7.15	14/01/2023	21/05/2026
1185	2173	Home	98576	11.44	19/12/2023	19/09/2026
1186	342	Personal	433227	3.83	03/09/2021	13/11/2028
1187	1494	Education	495109	7.25	23/06/2022	24/08/2027
1188	83	Education	131593	8.7	19/06/2020	25/02/2028
1189	4584	Education	220312	6.38	19/08/2023	14/05/2029
1190	500	Car	366356	3.25	09/11/2020	19/03/2028
1191	2301	Personal	399197	4.73	23/06/2023	24/01/2026
1192	4368	Car	376572	10.62	28/12/2022	18/07/2027
1193	563	Personal	183393	3.1	06/12/2022	02/01/2027
1194	2915	Education	441819	9.04	01/01/2022	02/04/2030
1195	1902	Car	449879	5.18	01/07/2021	10/04/2030
1196	755	Personal	222326	4.62	09/11/2022	19/05/2028
1197	4043	Car	481343	10.02	08/07/2023	12/08/2026
1198	3739	Education	420398	9.43	21/01/2021	19/08/2026
1199	4431	Education	204400	5.47	27/11/2022	04/06/2029
1200	2405	Personal	467644	3.07	18/08/2023	27/10/2029
1201	350	Education	386413	4.53	15/06/2020	06/04/2029
1202	638	Home	138519	6.41	02/06/2023	26/03/2026
1203	595	Home	495258	7.3	29/06/2020	02/09/2026
1204	2353	Personal	69661	11.93	17/10/2023	10/06/2025
1205	2888	Home	447118	5.03	05/07/2022	15/02/2030
1206	4760	Personal	50187	6.54	25/01/2023	17/06/2027
1207	2209	Home	106777	10.25	20/12/2020	26/11/2027
1208	2472	Home	235570	9.94	23/03/2021	31/07/2026
1209	1240	Education	440911	5.31	21/09/2022	26/03/2029
1210	4722	Personal	215881	5.07	01/02/2022	01/03/2028
1211	1928	Education	353239	6.39	18/02/2021	29/01/2030
1212	4935	Personal	117543	9.71	27/03/2022	15/01/2027
1213	1113	Personal	469294	9.77	13/01/2021	06/04/2030
1214	4759	Car	206720	3.41	26/06/2020	22/06/2027
1215	2414	Car	306892	8.58	16/03/2022	13/11/2026
1216	4055	Education	59321	8.37	07/10/2020	17/09/2027
1217	72	Education	215626	10.28	06/05/2023	23/08/2029
1218	1220	Home	59275	6.92	13/11/2021	20/11/2026
1219	2930	Personal	267069	9.36	28/01/2021	21/03/2029
1220	16	Car	457627	10.88	28/01/2024	08/06/2029
1221	1086	Education	398286	8.28	04/11/2020	12/10/2025
1222	3674	Car	64253	11.88	14/02/2024	29/01/2026
1223	2427	Car	496189	5.68	07/05/2021	03/11/2029
1224	418	Car	186491	9.32	24/07/2023	24/12/2026
1225	2620	Education	134917	5.64	02/01/2022	27/05/2025
1226	600	Personal	312608	6.44	12/09/2023	22/11/2026
1227	1315	Car	145322	6.67	21/09/2023	28/05/2029
1228	4930	Personal	320036	7.96	27/07/2023	29/11/2026
1229	107	Personal	217060	10.88	12/04/2024	01/01/2026
1230	2656	Personal	170990	11.47	08/05/2023	17/03/2029
1231	2039	Home	340850	8.35	14/11/2023	20/04/2028
1232	1271	Education	28355	10.54	24/12/2020	07/08/2028
1233	2552	Education	486201	11.04	30/09/2022	05/05/2028
1234	915	Car	272606	5.44	03/10/2021	31/01/2030
1235	4939	Home	243158	12.29	28/02/2021	21/05/2029
1236	2620	Home	338449	3.57	16/03/2021	31/10/2028
1237	2104	Car	100920	2.56	20/12/2020	22/05/2028
1238	446	Education	203895	3.88	08/01/2022	26/04/2030
1239	3208	Education	125574	5.7	14/10/2021	23/01/2026
1240	2233	Car	350342	11.57	14/12/2021	12/03/2029
1241	3877	Home	10633	3.48	31/01/2024	10/07/2025
1242	125	Personal	48381	9.42	16/04/2022	15/08/2027
1243	1010	Education	190791	8.18	25/01/2022	03/11/2026
1244	1323	Home	39871	5.41	26/11/2022	29/07/2027
1245	1902	Home	131693	11.05	12/09/2022	18/07/2025
1246	2679	Car	437630	3.55	28/09/2022	21/02/2026
1247	4023	Car	36242	3.7	17/12/2022	15/01/2028
1248	2497	Car	64995	4.97	22/04/2022	18/01/2028
1249	2380	Education	272864	4.61	13/06/2021	03/06/2026
1250	4228	Education	127530	4.93	09/02/2024	01/10/2028
1251	4087	Education	122950	10.65	15/01/2022	25/07/2027
1252	504	Car	469184	7.81	29/05/2022	27/06/2025
1253	3284	Personal	324923	6.25	23/05/2022	21/02/2029
1254	4264	Home	319990	10.39	08/10/2020	25/01/2029
1255	2531	Personal	22855	9.96	15/01/2022	29/05/2025
1256	2302	Car	483780	8.01	28/04/2022	27/03/2027
1257	512	Car	427351	10.3	02/01/2021	21/11/2025
1258	2680	Home	120300	7.99	16/05/2021	23/12/2025
1259	239	Education	351403	9.49	02/10/2023	28/02/2027
1260	1338	Education	187944	7.8	26/05/2020	07/12/2029
1261	469	Home	12233	7.89	07/07/2022	16/04/2030
1262	203	Education	459515	6.64	13/01/2021	01/09/2029
1263	4869	Personal	181938	9.36	29/03/2021	30/07/2027
1264	688	Education	110642	11.68	01/11/2020	05/02/2028
1265	118	Education	279423	7.82	27/09/2023	09/06/2029
1266	4316	Education	370677	11.62	19/02/2024	28/03/2027
1267	4812	Car	35210	12.03	25/05/2021	24/04/2027
1268	2620	Home	250229	12.45	25/12/2022	09/05/2030
1269	1596	Education	314781	10.4	02/06/2021	19/02/2027
1270	1235	Education	43975	4.04	18/03/2022	09/02/2027
1271	2265	Home	158149	8.4	06/07/2022	10/03/2028
1272	1022	Personal	154739	7.89	21/01/2024	11/09/2029
1273	2500	Education	427519	10.81	06/03/2021	07/07/2025
1274	2245	Car	111773	8.63	29/03/2024	15/10/2029
1275	4127	Car	224874	8.59	21/09/2022	23/09/2027
1276	771	Home	95575	7.7	14/05/2022	15/11/2029
1277	2276	Personal	433765	8.12	10/03/2024	14/11/2028
1278	3991	Car	186189	8.03	24/12/2022	13/04/2029
1279	1035	Education	122948	4.29	27/11/2022	12/03/2027
1280	441	Personal	269679	8.74	13/08/2021	22/12/2026
1281	1224	Car	229005	2.89	16/07/2023	12/04/2028
1282	634	Education	275651	10.9	15/03/2022	24/04/2027
1283	4677	Home	424393	4.88	10/05/2024	21/02/2030
1284	4476	Home	302683	8.39	15/10/2020	25/05/2027
1285	3515	Car	47990	3	11/03/2023	08/06/2027
1286	1206	Home	33658	10.28	17/05/2023	18/12/2027
1287	62	Education	40282	3.12	06/01/2024	05/03/2030
1288	162	Car	426371	8.17	28/04/2021	23/07/2029
1289	4671	Personal	157913	10.32	11/08/2023	22/03/2028
1290	4692	Education	12438	11.35	23/06/2021	02/05/2029
1291	2681	Home	199929	7.06	11/04/2023	24/01/2026
1292	1988	Home	436393	10.86	15/08/2023	14/08/2025
1293	13	Car	336736	9.88	22/08/2023	07/11/2025
1294	1043	Home	430771	5.57	23/09/2022	21/01/2030
1295	1205	Personal	273434	6.36	29/11/2020	08/04/2030
1296	3329	Car	236010	4.76	21/12/2022	02/10/2027
1297	3376	Education	303184	7.36	16/05/2022	27/04/2029
1298	3906	Home	212499	5.12	14/11/2020	21/08/2029
1299	3507	Home	295654	10.68	12/06/2021	10/10/2029
1300	1023	Personal	317228	6.8	28/04/2021	27/07/2026
1301	3470	Car	75601	5.94	09/08/2022	18/11/2029
1302	3215	Personal	257583	8.09	15/05/2021	19/09/2029
1303	4598	Car	141405	11.92	30/08/2021	10/11/2027
1304	3560	Personal	271076	3.05	03/10/2020	12/08/2026
1305	1859	Home	218316	10.52	27/12/2021	27/03/2028
1306	3872	Education	311594	3.54	25/01/2024	17/09/2027
1307	666	Education	21646	11.02	24/06/2020	19/09/2027
1308	2840	Personal	207906	12.19	20/10/2022	03/01/2028
1309	4138	Education	298602	9.74	01/05/2022	08/10/2028
1310	2352	Home	225239	9.83	12/10/2023	04/01/2027
1311	1998	Education	85494	9.17	16/02/2023	27/11/2028
1312	3221	Home	174688	6.15	16/09/2022	15/07/2027
1313	3385	Personal	344732	10.93	21/02/2022	15/07/2029
1314	3186	Car	153625	8.35	15/12/2023	01/05/2028
1315	1824	Home	374402	6.1	25/03/2021	13/08/2028
1316	3258	Education	415045	3.99	01/11/2022	14/11/2026
1317	3404	Car	138022	7.33	21/02/2024	06/10/2029
1318	4217	Car	194232	10.69	07/06/2020	25/12/2027
1319	448	Education	196524	12.17	09/09/2023	16/12/2027
1320	609	Car	195791	5.53	17/10/2022	22/01/2027
1321	3493	Education	449367	4.89	25/07/2021	22/08/2028
1322	3909	Personal	168476	6.52	30/12/2020	23/04/2026
1323	2261	Education	499461	6.83	24/11/2022	06/04/2028
1324	2518	Education	347614	2.86	27/03/2023	19/04/2030
1325	4855	Car	11593	9.58	22/08/2022	10/04/2030
1326	3976	Home	494172	9.36	14/03/2024	27/06/2026
1327	4165	Home	480449	11.86	11/04/2024	15/05/2028
1328	2276	Education	388329	10.02	04/07/2021	06/12/2028
1329	1518	Personal	255652	12.29	06/04/2024	10/09/2026
1330	353	Education	16047	3.21	24/05/2022	23/09/2028
1331	1419	Personal	369178	8.5	16/08/2021	06/05/2030
1332	1947	Personal	178580	6.62	14/04/2024	07/02/2028
1333	2459	Personal	55376	5.83	06/02/2024	30/03/2028
1334	4789	Personal	272884	8.05	05/05/2024	05/11/2026
1335	666	Education	451904	11.79	13/08/2022	23/02/2029
1336	2950	Home	311598	5.71	26/04/2023	21/09/2027
1337	4652	Personal	125049	7.97	15/05/2021	15/08/2026
1338	3707	Education	7471	6.4	11/09/2021	24/05/2026
1339	1392	Education	291799	6.85	05/03/2023	21/11/2029
1340	1258	Personal	391457	6.96	16/09/2021	26/12/2028
1341	3667	Car	495574	11.64	04/08/2020	01/03/2027
1342	1583	Education	133735	6.96	19/06/2021	06/04/2026
1343	3117	Home	455896	6.82	18/01/2021	24/07/2028
1344	3357	Personal	411833	10.83	22/05/2023	22/11/2029
1345	1087	Car	474772	4.15	02/09/2022	22/07/2028
1346	3699	Car	343672	6.19	05/07/2023	22/10/2029
1347	2174	Education	7076	2.94	10/11/2022	26/10/2026
1348	3754	Personal	437319	7.64	30/06/2022	19/03/2026
1349	3438	Personal	398636	6.68	26/05/2020	29/03/2030
1350	3288	Personal	41577	11.69	03/06/2022	27/08/2025
1351	2421	Education	410231	4.23	12/02/2023	23/07/2027
1352	2226	Home	377937	2.73	21/10/2021	26/03/2029
1353	2132	Car	20201	2.59	07/09/2020	08/10/2027
1354	2291	Car	448872	8.92	11/11/2022	12/05/2028
1355	2483	Education	142330	10.88	06/03/2024	02/02/2027
1356	2206	Personal	51258	11.48	25/01/2021	10/10/2029
1357	2470	Car	149726	10.93	15/02/2021	04/05/2027
1358	1138	Education	331367	3.12	21/06/2020	09/09/2027
1359	3769	Home	204827	3.17	15/05/2021	19/09/2025
1360	3967	Personal	59019	11.61	04/12/2021	16/06/2026
1361	3989	Home	1099	4.93	29/06/2020	26/04/2026
1362	395	Car	338157	4.74	22/05/2022	10/06/2029
1363	2801	Personal	319198	12.26	08/08/2020	13/10/2029
1364	3769	Car	20352	10.35	15/09/2021	06/05/2026
1365	3006	Car	180294	12.14	28/11/2023	03/08/2029
1366	172	Car	402394	6.97	01/12/2023	06/03/2027
1367	4967	Education	267429	10.24	19/06/2023	09/07/2026
1368	3935	Home	294856	6.75	03/11/2020	15/12/2027
1369	519	Car	42426	8.83	07/11/2022	01/04/2028
1370	1598	Education	370001	5.16	22/01/2024	24/08/2026
1371	605	Home	207632	8.17	10/08/2021	02/11/2028
1372	1340	Education	422003	10.39	23/02/2022	19/05/2029
1373	135	Education	279079	9.16	01/05/2023	09/04/2027
1374	4850	Home	125004	3.78	05/11/2020	05/12/2026
1375	408	Home	183291	10.96	21/12/2022	29/07/2029
1376	4540	Car	347960	3.02	26/10/2021	20/03/2030
1377	3100	Education	152391	5.64	10/04/2023	08/11/2029
1378	2117	Car	112096	10.28	04/05/2021	25/12/2027
1379	1796	Education	151804	2.69	31/03/2022	11/02/2029
1380	690	Home	116291	10.58	10/08/2021	23/07/2028
1381	3201	Personal	409707	4.07	02/08/2022	26/06/2025
1382	2732	Home	179671	11.54	11/01/2022	05/02/2026
1383	3417	Education	27875	5.77	08/11/2020	13/08/2029
1384	234	Education	305987	8.21	16/05/2023	14/03/2029
1385	122	Home	478228	6.66	05/04/2023	11/02/2028
1386	1131	Education	256215	9.62	11/12/2020	21/06/2029
1387	1161	Education	293196	5.94	16/12/2023	15/02/2030
1388	3020	Personal	278665	7.75	28/04/2024	18/07/2029
1389	2999	Education	455813	9.49	30/11/2021	17/11/2027
1390	2306	Car	152791	7.17	16/09/2023	27/11/2026
1391	2375	Education	317427	11.72	24/03/2021	15/08/2025
1392	2831	Home	169467	3.24	27/02/2021	04/12/2029
1393	3578	Home	311305	10.34	11/10/2022	02/02/2028
1394	4293	Personal	297712	4.79	17/10/2021	05/01/2030
1395	4641	Personal	253403	6.95	28/01/2024	05/11/2026
1396	3234	Home	495947	10.93	29/03/2021	18/11/2028
1397	1519	Home	165138	8.08	23/09/2023	10/02/2029
1398	2122	Personal	410497	11.92	15/03/2022	04/08/2028
1399	4472	Education	166570	7.87	01/02/2023	18/07/2028
1400	3226	Car	458426	6.63	28/06/2022	05/06/2028
1401	4713	Personal	437163	2.9	01/11/2020	03/01/2030
1402	509	Personal	324206	2.74	02/12/2023	10/01/2029
1403	481	Education	374771	11.72	11/10/2022	25/09/2028
1404	2263	Home	123267	6.7	25/10/2022	27/08/2027
1405	3874	Home	428472	4.85	16/06/2021	03/05/2030
1406	1007	Personal	170365	9.35	18/02/2022	04/03/2026
1407	1357	Car	337558	11.43	21/07/2022	04/08/2025
1408	694	Education	349878	9.2	30/10/2021	05/02/2030
1409	4179	Home	197020	7.84	09/08/2023	08/03/2027
1410	4433	Education	28520	6.18	01/08/2021	20/07/2028
1411	2412	Education	295507	7.22	31/05/2023	04/03/2028
1412	1141	Car	336899	2.71	17/06/2022	19/04/2028
1413	4016	Car	341876	8.57	31/03/2023	14/05/2025
1414	774	Home	222115	5.36	14/03/2024	25/09/2029
1415	84	Personal	183670	5.21	31/10/2020	17/06/2028
1416	1304	Car	459158	11.22	19/03/2024	15/05/2029
1417	2397	Education	255999	4.22	18/03/2021	28/10/2027
1418	4929	Car	314182	11.7	07/03/2024	24/03/2026
1419	577	Education	21681	8.22	06/04/2023	02/06/2029
1420	4590	Car	64234	10.12	21/10/2020	30/03/2029
1421	523	Home	323119	4.33	10/08/2021	10/05/2027
1422	1639	Personal	445074	5.68	07/05/2022	21/06/2025
1423	90	Home	28583	8.21	22/01/2021	04/03/2028
1424	2089	Home	464024	6.81	01/06/2022	19/11/2026
