LoanID,CustomerID,LoanType, LoanAmount ,InterestRate,LoanStartDate,LoanEndDate,,
496,1553,Car," 309,450.00 ",8.12,22/12/2022,14/12/2028,,
2344,1555,Car," 8,778.00 ",5.98,05/02/2021,02/08/2026,,
800,1560,Education," 226,656.00 ",11.58,15/10/2023,12/10/2025,,
2480,1567,Home," 469,930.00 ",6.17,28/03/2024,07/08/2025,,
878,1567,Car," 316,124.00 ",3.06,17/04/2022,14/07/2028,,
1049,1571,Personal," 377,281.00 ",5.55,26/09/2021,18/11/2026,,
1769,1571,Education," 39,308.00 ",10.55,15/05/2022,08/10/2026,,
26,1572,Home," 48,742.00 ",2.6,25/05/2020,09/12/2027,,
2039,1574,Personal," 499,756.00 ",10.75,29/10/2020,02/02/2026,,
1812,1575,Education," 376,731.00 ",5.86,28/12/2023,05/08/2027,,
1649,1575,Education," 75,590.00 ",10.44,03/11/2020,24/12/2025,,
849,1578,Education," 485,806.00 ",12.25,09/04/2022,06/04/2030,,
653,1579,Car," 491,577.00 ",6.91,15/02/2024,13/09/2025,,
1616,1579,Home," 430,238.00 ",8.86,28/08/2023,22/05/2027,,
972,1579,Personal," 182,106.00 ",11.49,13/01/2023,29/06/2028,,
2053,1581,Home," 116,335.00 ",5.01,08/07/2022,25/11/2028,,
1342,1583,Education," 133,735.00 ",6.96,19/06/2021,06/04/2026,,
1610,1586,Personal," 91,908.00 ",10.01,11/08/2021,20/08/2028,,
1725,1587,Personal," 413,940.00 ",11.72,21/11/2020,29/10/2027,,
308,1590,Education," 455,698.00 ",2.69,12/05/2022,19/06/2026,,
1269,1596,Education," 314,781.00 ",10.4,02/06/2021,19/02/2027,,
1067,1598,Personal," 449,112.00 ",9.51,26/04/2024,06/08/2029,,
1370,1598,Education," 370,001.00 ",5.16,22/01/2024,24/08/2026,,
1856,1603,Education," 279,025.00 ",3.54,23/08/2023,29/06/2028,,
1950,1604,Personal," 319,872.00 ",6.79,13/02/2023,25/10/2028,,
8,1605,Car," 316,741.00 ",8.12,27/01/2023,16/10/2025,,
1432,1605,Personal," 15,980.00 ",9.52,30/03/2023,20/07/2027,,
1609,1606,Car," 204,838.00 ",9.38,11/01/2021,18/12/2029,,
2321,1606,Car," 128,754.00 ",4.04,26/09/2022,29/07/2028,,
932,1608,Personal," 115,014.00 ",2.63,03/03/2022,08/03/2029,,
1986,1610,Education," 202,890.00 ",7.8,21/04/2024,23/04/2028,,
1040,1614,Education," 189,532.00 ",5.4,24/02/2024,25/02/2030,,
162,1617,Home," 243,308.00 ",9.17,14/04/2022,05/04/2029,,
1476,1620,Education," 109,694.00 ",9.53,09/12/2022,02/12/2027,,
386,1623,Education," 10,760.00 ",7.25,15/01/2021,01/07/2027,,
148,1626,Education," 28,832.00 ",11.27,07/12/2022,01/12/2025,,
136,1627,Home," 190,014.00 ",5.65,02/12/2022,03/07/2029,,
2192,1628,Home," 16,221.00 ",6.36,03/12/2022,04/08/2029,,
1557,1632,Personal," 134,122.00 ",7.95,29/12/2020,28/04/2027,,
1677,1633,Personal," 41,519.00 ",7.4,16/01/2021,15/03/2027,,
2176,1634,Personal," 444,097.00 ",8.46,10/11/2023,29/01/2030,,
833,1638,Personal," 169,194.00 ",11.34,31/05/2022,02/07/2029,,
1422,1639,Personal," 445,074.00 ",5.68,07/05/2022,21/06/2025,,
202,1640,Personal," 313,132.00 ",8.98,13/12/2022,12/05/2025,,
74,1640,Personal," 309,979.00 ",9.64,19/02/2022,14/12/2029,,
1124,1644,Home," 121,391.00 ",10.66,31/12/2022,16/06/2027,,
1836,1647,Car," 78,580.00 ",7.65,02/03/2022,07/10/2029,,
1786,1659,Education," 120,944.00 ",3.97,14/05/2021,15/10/2029,,
2461,1660,Home," 77,891.00 ",5.81,03/03/2021,04/12/2025,,
1526,1670,Education," 469,479.00 ",6.66,10/08/2022,22/10/2025,,
1474,1670,Personal," 197,059.00 ",2.83,19/08/2021,09/05/2028,,
990,1675,Personal," 451,902.00 ",10.84,27/01/2024,23/01/2030,,
2092,1676,Car," 192,529.00 ",4.03,25/11/2023,19/02/2027,,
804,1683,Home," 331,148.00 ",8.53,30/03/2022,11/03/2030,,
565,1683,Education," 93,408.00 ",3.55,30/01/2022,06/02/2027,,
2371,1684,Education," 287,399.00 ",9.86,09/02/2024,07/06/2026,,
792,1685,Personal," 132,702.00 ",12.36,15/02/2024,20/08/2029,,
67,1688,Home," 245,207.00 ",9.15,09/03/2024,25/11/2029,,
2016,1691,Home," 309,574.00 ",10.17,18/07/2022,10/07/2026,,
1793,1702,Personal," 243,036.00 ",8.55,12/02/2024,30/11/2027,,
1121,1706,Personal," 166,312.00 ",3.08,30/10/2021,28/09/2029,,
329,1706,Car," 2,104.00 ",10.01,22/04/2024,19/12/2029,,
2112,1707,Home," 331,299.00 ",9.87,08/09/2021,02/06/2028,,
814,1710,Education," 397,692.00 ",8.48,06/05/2023,13/07/2028,,
78,1710,Personal," 313,375.00 ",2.71,12/05/2023,26/06/2025,,
414,1713,Personal," 291,247.00 ",8.42,12/06/2021,16/03/2026,,
1690,1714,Personal," 224,979.00 ",7.04,01/08/2022,24/11/2025,,
717,1721,Car," 58,307.00 ",10.96,25/04/2023,27/02/2027,,
2411,1722,Car," 252,312.00 ",11.49,16/11/2021,18/10/2028,,
2188,1723,Car," 34,939.00 ",9.93,12/10/2020,18/02/2029,,
1494,1732,Car," 70,140.00 ",2.6,21/06/2023,12/12/2028,,
1048,1733,Car," 448,947.00 ",4.76,17/03/2021,15/02/2027,,
1776,1735,Education," 278,342.00 ",4.67,29/07/2021,10/01/2030,,
1887,1735,Education," 199,888.00 ",8.61,17/01/2021,20/01/2026,,
84,1735,Home," 103,532.00 ",9.01,06/08/2022,25/10/2029,,
155,1737,Home," 18,002.00 ",7.91,23/07/2021,06/06/2026,,
933,1743,Personal," 129,896.00 ",9.96,03/07/2021,04/09/2026,,
1520,1744,Car," 38,165.00 ",4.77,11/05/2022,01/09/2029,,
882,1745,Education," 121,420.00 ",9.55,20/04/2021,22/02/2030,,
2427,1749,Home," 398,172.00 ",9.93,16/09/2022,10/10/2028,,
2423,1749,Education," 149,070.00 ",3.41,15/02/2024,28/07/2025,,
862,1750,Car," 478,962.00 ",9.53,05/02/2023,15/09/2025,,
692,1750,Car," 142,460.00 ",6.88,09/08/2021,26/10/2027,,
2217,1757,Personal," 61,697.00 ",6.32,08/05/2022,30/12/2027,,
684,1759,Education," 441,816.00 ",7.9,18/07/2020,24/05/2029,,
218,1760,Personal," 465,575.00 ",5.37,22/06/2021,05/01/2026,,
2422,1760,Education," 464,128.00 ",4.65,27/03/2024,13/07/2028,,
885,1763,Education," 363,499.00 ",9.76,07/10/2023,02/01/2027,,
209,1771,Home," 390,128.00 ",12.32,06/07/2020,18/12/2026,,
1502,1772,Education," 302,642.00 ",5.92,30/08/2021,22/12/2025,,
1963,1775,Car," 415,500.00 ",7.64,03/04/2022,30/09/2027,,
1576,1778,Car," 270,947.00 ",10.09,04/02/2021,24/02/2027,,
1464,1784,Education," 461,883.00 ",3.31,04/11/2021,10/07/2025,,
2376,1784,Personal," 272,654.00 ",3.18,07/12/2023,05/06/2026,,
1897,1785,Home," 403,539.00 ",9.93,20/04/2021,04/01/2026,,
140,1786,Education," 145,384.00 ",10.52,24/08/2022,02/04/2028,,
232,1787,Education," 218,380.00 ",9.56,27/10/2022,11/11/2026,,
753,1787,Personal," 210,372.00 ",10.26,16/03/2024,20/02/2026,,
2465,1787,Education," 204,786.00 ",4.75,02/07/2022,09/10/2027,,
2072,1788,Car," 394,233.00 ",7.11,31/03/2021,02/01/2028,,
190,1789,Education," 470,131.00 ",3.23,31/08/2023,24/09/2029,,
1577,1791,Car," 104,666.00 ",5.03,29/05/2021,16/07/2028,,
2338,1792,Car," 481,580.00 ",11.16,19/03/2024,02/06/2025,,
534,1793,Car," 345,897.00 ",3.02,06/02/2023,22/12/2025,,
344,1795,Education," 249,366.00 ",8.51,09/05/2022,12/02/2028,,
1379,1796,Education," 151,804.00 ",2.69,31/03/2022,11/02/2029,,
1510,1797,Education," 137,225.00 ",10.48,07/07/2022,24/04/2028,,
449,1799,Car," 274,024.00 ",7.16,22/07/2020,23/08/2029,,
1579,1800,Personal," 332,960.00 ",2.78,20/06/2020,13/11/2029,,
1043,1800,Personal," 52,479.00 ",3.97,30/04/2022,25/12/2029,,
2173,1802,Car," 182,595.00 ",10.28,27/02/2022,28/10/2025,,
620,1806,Education," 179,136.00 ",5.58,17/06/2022,10/07/2028,,
1581,1808,Car," 498,623.00 ",5.57,03/11/2023,29/06/2025,,
1935,1809,Education," 446,439.00 ",10.8,23/09/2020,18/01/2028,,
603,1810,Personal," 287,460.00 ",9.28,22/04/2024,02/03/2029,,
2396,1814,Personal," 399,624.00 ",3.26,16/05/2023,25/03/2028,,
2105,1819,Personal," 256,116.00 ",4.35,17/01/2024,23/05/2027,,
2031,1823,Home," 432,929.00 ",9.78,05/03/2023,27/05/2028,,
1315,1824,Home," 374,402.00 ",6.1,25/03/2021,13/08/2028,,
592,1824,Home," 356,969.00 ",4.23,23/11/2021,12/02/2030,,
481,1824,Home," 25,750.00 ",12.14,08/05/2022,08/03/2026,,
217,1826,Car," 156,501.00 ",8.83,09/03/2023,02/09/2026,,
1523,1826,Car," 98,932.00 ",10.5,09/08/2023,02/07/2025,,
226,1830,Car," 31,523.00 ",7.97,07/03/2022,28/05/2029,,
1689,1831,Education," 457,056.00 ",10.26,14/03/2021,12/05/2029,,
2251,1839,Home," 58,359.00 ",4.81,14/03/2023,08/01/2029,,
1455,1842,Education," 328,995.00 ",4.8,23/05/2022,20/02/2026,,
270,1847,Education," 87,937.00 ",11.74,27/02/2024,14/09/2029,,
925,1851,Home," 487,793.00 ",9.24,23/10/2021,14/02/2029,,
636,1854,Car," 434,403.00 ",6.02,03/11/2020,12/04/2027,,
299,1855,Education," 93,845.00 ",5.34,29/11/2023,19/09/2029,,
900,1858,Education," 284,942.00 ",3.04,16/03/2022,02/07/2027,,
1305,1859,Home," 218,316.00 ",10.52,27/12/2021,27/03/2028,,
2261,1861,Personal," 417,007.00 ",4.68,03/02/2023,22/04/2029,,
353,1863,Education," 289,545.00 ",11.65,16/09/2021,15/10/2029,,
260,1865,Car," 390,962.00 ",12.41,24/02/2021,20/03/2028,,
1890,1867,Personal," 51,343.00 ",8.91,19/10/2022,29/03/2030,,
181,1868,Personal," 3,954.00 ",12.24,07/05/2022,08/04/2029,,
37,1875,Personal," 111,947.00 ",6.19,29/04/2024,21/12/2026,,
1829,1878,Personal," 294,261.00 ",9.95,13/07/2023,21/07/2029,,
956,1881,Education," 172,038.00 ",11.53,26/12/2022,06/09/2027,,
838,1883,Car," 166,221.00 ",10.03,31/01/2024,26/01/2028,,
2307,1883,Personal," 122,243.00 ",4.93,26/04/2022,21/08/2027,,
2336,1888,Car," 3,337.00 ",10.74,12/12/2020,31/05/2026,,
1780,1889,Education," 406,688.00 ",5.21,01/10/2020,18/02/2026,,
305,1889,Education," 66,280.00 ",6.2,18/02/2021,21/03/2026,,
367,1892,Car," 404,796.00 ",11.74,07/09/2021,24/09/2027,,
1427,1898,Personal," 394,224.00 ",7.4,05/08/2023,28/01/2027,,
2097,1898,Personal," 276,520.00 ",7.14,01/06/2021,19/05/2026,,
464,1898,Car," 238,753.00 ",8.63,01/12/2021,12/12/2026,,
2475,1900,Home," 394,371.00 ",8.87,31/10/2020,12/11/2026,,
983,1900,Personal," 369,129.00 ",3.31,01/07/2020,16/11/2028,,
1195,1902,Car," 449,879.00 ",5.18,01/07/2021,10/04/2030,,
758,1902,Education," 436,272.00 ",9.37,04/07/2020,14/02/2026,,
1245,1902,Home," 131,693.00 ",11.05,12/09/2022,18/07/2025,,
2314,1905,Car," 147,538.00 ",8.55,16/06/2022,03/09/2027,,
201,1907,Education," 87,452.00 ",4.4,27/05/2021,02/08/2028,,
2130,1909,Education," 488,483.00 ",8.24,06/07/2023,29/11/2027,,
1125,1911,Personal," 286,106.00 ",2.7,20/07/2021,06/08/2029,,
418,1912,Car," 442,499.00 ",4.06,31/08/2022,07/07/2027,,
300,1914,Car," 189,414.00 ",4.72,04/02/2021,23/05/2026,,
683,1915,Education," 386,901.00 ",3.33,26/01/2024,02/05/2029,,
331,1916,Personal," 100,234.00 ",12.24,30/09/2021,30/08/2026,,
254,1917,Car," 421,513.00 ",6.6,16/06/2021,08/10/2029,,
2269,1918,Personal," 219,924.00 ",6.53,28/10/2020,06/11/2027,,
183,1919,Car," 474,975.00 ",10.85,03/12/2022,16/11/2028,,
2390,1920,Education," 143,233.00 ",3.64,29/02/2024,03/05/2026,,
56,1922,Personal," 300,646.00 ",8.36,08/06/2020,13/06/2025,,
129,1925,Home," 249,662.00 ",3.75,13/04/2022,25/05/2029,,
133,1925,Education," 105,592.00 ",4.2,03/02/2022,27/08/2029,,
1739,1927,Home," 371,628.00 ",8.05,25/12/2022,10/02/2028,,
1211,1928,Education," 353,239.00 ",6.39,18/02/2021,29/01/2030,,
1182,1928,Education," 62,411.00 ",6.73,27/12/2023,22/04/2030,,
435,1929,Education," 464,306.00 ",3.35,16/11/2022,30/01/2028,,
773,1929,Personal," 449,661.00 ",10.67,26/06/2022,11/09/2029,,
1446,1929,Car," 355,155.00 ",6.44,04/01/2023,02/07/2026,,
2440,1929,Education," 343,816.00 ",7.53,28/08/2022,21/08/2028,,
1987,1932,Personal," 55,496.00 ",11.22,03/05/2024,22/09/2029,,
446,1934,Personal," 430,700.00 ",4.59,02/07/2023,28/10/2026,,
2349,1936,Education," 192,417.00 ",2.76,24/06/2021,12/04/2028,,
108,1941,Home," 185,701.00 ",5.81,15/12/2022,07/12/2026,,
2109,1941,Education," 75,729.00 ",3.5,07/09/2022,17/02/2030,,
975,1944,Education," 193,899.00 ",2.99,23/08/2020,05/12/2029,,
2482,1946,Personal," 202,310.00 ",7.5,06/06/2023,04/02/2030,,
1332,1947,Personal," 178,580.00 ",6.62,14/04/2024,07/02/2028,,
741,1947,Home," 111,902.00 ",8.58,12/02/2021,21/02/2028,,
370,1950,Home," 126,319.00 ",5.23,11/05/2020,13/11/2029,,
1804,1954,Car," 156,443.00 ",4.37,14/05/2021,21/12/2029,,
585,1955,Car," 245,033.00 ",3.26,26/12/2021,01/05/2029,,
957,1955,Personal," 182,779.00 ",5.38,21/09/2021,24/02/2030,,
144,1956,Home," 494,173.00 ",12.1,15/10/2021,20/07/2027,,
525,1956,Personal," 22,696.00 ",9.41,26/07/2020,20/05/2027,,
2431,1961,Education," 277,293.00 ",9.13,06/09/2023,11/02/2026,,
34,1962,Home," 375,843.00 ",11.5,08/12/2020,31/01/2028,,
199,1965,Car," 337,439.00 ",11.17,14/12/2021,23/12/2027,,
1938,1966,Car," 448,097.00 ",8.98,23/07/2023,27/11/2026,,
1094,1967,Education," 28,906.00 ",8.22,18/01/2021,10/12/2025,,
2412,1969,Education," 151,377.00 ",9.68,28/07/2023,03/01/2029,,
2323,1971,Education," 372,834.00 ",10.82,07/10/2021,26/11/2027,,
1741,1971,Personal," 182,323.00 ",8.43,09/11/2023,07/10/2028,,
1556,1972,Car," 456,024.00 ",7.97,11/01/2024,25/04/2030,,
1853,1972,Car," 92,479.00 ",4.14,13/03/2022,22/01/2026,,
1080,1973,Personal," 358,470.00 ",7.64,01/05/2021,12/08/2027,,
1622,1973,Personal," 277,203.00 ",5.87,14/07/2020,15/06/2027,,
2179,1976,Education," 94,031.00 ",7.02,26/06/2021,13/10/2026,,
1079,1981,Personal," 28,714.00 ",6.84,28/10/2020,07/03/2026,,
2100,1982,Education," 368,059.00 ",11.52,13/09/2022,23/10/2025,,
1864,1984,Car," 353,041.00 ",10.64,10/03/2023,11/11/2028,,
1292,1988,Home," 436,393.00 ",10.86,15/08/2023,14/08/2025,,
31,1990,Personal," 288,641.00 ",4.58,21/02/2023,01/07/2029,,
111,1997,Education," 415,668.00 ",6.51,06/03/2021,22/07/2028,,
2355,1998,Education," 373,611.00 ",4.19,12/06/2022,16/09/2027,,
1311,1998,Education," 85,494.00 ",9.17,16/02/2023,27/11/2028,,
845,2000,Personal," 213,505.00 ",10.38,30/05/2022,16/04/2030,,
2267,2003,Home," 14,512.00 ",4.16,30/04/2023,05/03/2028,,
2360,2004,Education," 474,206.00 ",11.57,26/07/2021,30/08/2025,,
564,2006,Home," 480,229.00 ",2.86,24/02/2023,13/12/2025,,
1023,2007,Education," 383,130.00 ",8.76,21/08/2022,21/12/2027,,
735,2009,Car," 480,031.00 ",7.91,14/09/2022,15/05/2028,,
2361,2009,Car," 20,814.00 ",8.64,11/03/2021,08/10/2028,,
1671,2014,Education," 470,885.00 ",5.56,11/12/2020,15/12/2026,,
979,2014,Personal," 192,372.00 ",12.14,11/05/2021,16/09/2028,,
1123,2015,Home," 4,858.00 ",11.71,11/03/2024,07/05/2030,,
314,2017,Personal," 79,154.00 ",3.18,02/03/2021,24/12/2025,,
973,2018,Personal," 84,420.00 ",9.28,16/05/2022,15/01/2027,,
2301,2021,Personal," 287,045.00 ",9.76,19/09/2021,04/06/2028,,
868,2025,Personal," 182,389.00 ",5.8,08/02/2024,14/10/2025,,
606,2028,Personal," 133,810.00 ",10.84,27/01/2024,23/11/2028,,
601,2030,Home," 104,434.00 ",2.59,15/05/2023,12/04/2029,,
693,2030,Personal," 11,749.00 ",10.76,21/12/2022,26/07/2026,,
1231,2039,Home," 340,850.00 ",8.35,14/11/2023,20/04/2028,,
671,2041,Personal," 421,593.00 ",8.08,11/07/2021,20/07/2025,,
152,2042,Home," 426,792.00 ",9.44,09/12/2021,19/03/2027,,
279,2043,Education," 95,216.00 ",11.1,30/09/2022,28/05/2025,,
436,2043,Car," 60,725.00 ",10.34,15/09/2021,19/09/2028,,
982,2045,Home," 404,354.00 ",10.78,23/11/2023,04/03/2029,,
535,2046,Home," 82,740.00 ",2.64,25/08/2020,31/10/2028,,
1056,2048,Home," 162,682.00 ",10.09,25/03/2022,26/11/2029,,
128,2050,Car," 410,091.00 ",3.18,17/05/2022,01/05/2029,,
89,2052,Education," 145,953.00 ",11.91,16/06/2022,09/04/2030,,
1943,2053,Home," 92,527.00 ",5.72,29/06/2022,05/03/2027,,
228,2059,Home," 393,867.00 ",10.4,08/09/2021,15/07/2027,,
2244,2060,Personal," 326,243.00 ",3.07,20/02/2024,13/04/2027,,
1469,2060,Personal," 64,882.00 ",8.16,05/04/2024,22/06/2027,,
743,2065,Car," 72,420.00 ",3.79,09/09/2021,25/04/2030,,
376,2070,Home," 127,867.00 ",10.43,14/08/2023,25/06/2026,,
282,2071,Car," 152,196.00 ",2.56,17/02/2023,14/10/2027,,
2107,2071,Car," 73,738.00 ",7.57,25/10/2020,10/11/2025,,
630,2072,Home," 249,713.00 ",6.41,10/12/2021,13/06/2027,,
954,2074,Home," 478,312.00 ",6.21,13/06/2023,25/01/2030,,
2183,2077,Home," 340,600.00 ",7.33,03/10/2022,15/11/2029,,
1424,2089,Home," 464,024.00 ",6.81,01/06/2022,19/11/2026,,
857,2091,Personal," 407,131.00 ",9.93,24/12/2020,01/02/2028,,
796,2091,Car," 180,887.00 ",3.02,09/08/2021,24/08/2029,,
902,2092,Home," 268,920.00 ",8.54,30/09/2022,04/10/2028,,
631,2092,Home," 154,500.00 ",3.8,19/10/2021,11/05/2030,,
40,2096,Education," 489,267.00 ",9.41,14/10/2021,15/02/2027,,
399,2096,Car," 143,643.00 ",8.24,14/02/2024,20/03/2027,,
1058,2100,Education," 2,068.00 ",6.83,06/11/2021,26/09/2027,,
9,2101,Home," 21,532.00 ",11.5,19/07/2021,12/12/2026,,
854,2102,Education," 344,761.00 ",8.09,23/06/2020,11/09/2027,,
1072,2102,Personal," 111,792.00 ",4.21,20/11/2022,24/08/2028,,
751,2103,Car," 198,991.00 ",11.34,21/02/2021,04/11/2025,,
2181,2104,Car," 278,625.00 ",5.43,13/11/2020,27/08/2026,,
1237,2104,Car," 100,920.00 ",2.56,20/12/2020,22/05/2028,,
112,2106,Education," 479,781.00 ",12.18,09/02/2024,26/10/2025,,
604,2107,Home," 304,910.00 ",11.22,15/03/2021,04/05/2026,,
247,2108,Car," 39,708.00 ",12.1,24/10/2022,20/09/2026,,
1909,2109,Personal," 329,368.00 ",11.42,03/07/2021,13/06/2028,,
1837,2110,Education," 473,262.00 ",3.04,04/05/2022,04/01/2027,,
1139,2110,Personal," 333,834.00 ",10.65,30/11/2023,25/07/2026,,
1648,2112,Home," 497,293.00 ",11.34,11/01/2022,21/03/2026,,
881,2113,Home," 180,609.00 ",7.19,26/11/2023,04/10/2025,,
1378,2117,Car," 112,096.00 ",10.28,04/05/2021,25/12/2027,,
1627,2119,Car," 262,013.00 ",11.36,08/08/2023,01/12/2025,,
1398,2122,Personal," 410,497.00 ",11.92,15/03/2022,04/08/2028,,
2228,2122,Car," 136,117.00 ",11.7,08/05/2021,01/10/2026,,
851,2123,Personal," 205,984.00 ",6.26,25/11/2022,22/10/2028,,
2104,2124,Education," 65,395.00 ",7.85,10/03/2023,30/07/2025,,
527,2126,Car," 65,461.00 ",2.68,03/03/2021,25/12/2028,,
641,2126,Car," 58,607.00 ",11.93,26/09/2021,08/07/2027,,
410,2130,Education," 339,577.00 ",3,30/08/2022,18/07/2026,,
2095,2130,Education," 33,476.00 ",4.45,12/04/2021,07/01/2027,,
596,2131,Car," 450,727.00 ",10.33,24/10/2021,15/11/2027,,
1353,2132,Car," 20,201.00 ",2.59,07/09/2020,08/10/2027,,
1946,2137,Home," 448,205.00 ",11.46,21/11/2020,25/10/2028,,
2187,2138,Education," 95,512.00 ",5.25,28/09/2023,30/09/2025,,
2300,2138,Education," 18,292.00 ",11.94,29/07/2021,30/03/2027,,
2015,2141,Home," 399,052.00 ",11.02,20/08/2020,27/10/2026,,
62,2143,Car," 403,655.00 ",5.63,25/05/2023,12/05/2027,,
1928,2145,Education," 157,905.00 ",9.07,28/09/2022,13/01/2027,,
1777,2148,Education," 184,435.00 ",5.75,13/04/2024,11/12/2028,,
1454,2151,Car," 370,032.00 ",8.81,18/03/2024,09/05/2026,,
1707,2152,Education," 434,925.00 ",6.39,07/01/2023,16/12/2027,,
30,2152,Car," 115,181.00 ",6.75,25/07/2020,27/09/2025,,
2206,2154,Home," 418,591.00 ",11.62,24/03/2024,15/10/2025,,
1882,2155,Personal," 279,576.00 ",2.58,04/03/2022,21/11/2027,,
2262,2156,Home," 472,633.00 ",10.25,15/12/2023,30/11/2025,,
291,2156,Personal," 395,122.00 ",6.88,15/12/2020,30/10/2026,,
2457,2156,Education," 256,317.00 ",2.58,30/09/2022,28/09/2028,,
1794,2156,Home," 107,050.00 ",11.14,07/10/2023,01/01/2027,,
1144,2156,Home," 38,317.00 ",9.07,25/10/2022,12/06/2026,,
1871,2157,Personal," 276,257.00 ",9.68,11/01/2022,01/02/2028,,
1620,2163,Personal," 15,067.00 ",3.16,21/09/2022,25/08/2025,,
237,2165,Personal," 403,629.00 ",4.28,07/08/2021,05/04/2027,,
776,2165,Car," 371,139.00 ",5.02,17/08/2022,18/01/2026,,
1942,2165,Education," 105,916.00 ",12.32,07/06/2021,06/12/2026,,
1028,2167,Home," 379,972.00 ",3.91,12/11/2020,30/01/2028,,
1185,2173,Home," 98,576.00 ",11.44,19/12/2023,19/09/2026,,
1347,2174,Education," 7,076.00 ",2.94,10/11/2022,26/10/2026,,
1036,2175,Home," 475,372.00 ",8.19,06/01/2021,03/04/2027,,
110,2176,Home," 219,638.00 ",7.82,13/10/2022,16/01/2027,,
842,2177,Home," 244,439.00 ",11.86,06/10/2023,12/12/2028,,
2466,2178,Education," 15,695.00 ",6.68,06/04/2024,05/11/2028,,
233,2184,Home," 139,928.00 ",6.12,31/01/2023,02/06/2026,,
511,2186,Education," 371,745.00 ",3.71,15/04/2024,13/02/2027,,
723,2186,Home," 113,324.00 ",3.06,07/06/2020,02/01/2027,,
1485,2195,Education," 13,957.00 ",10.25,02/02/2022,16/11/2026,,
2133,2196,Education," 487,516.00 ",10.6,25/03/2021,02/03/2026,,
2226,2196,Home," 131,428.00 ",7.2,24/11/2020,10/09/2027,,
1861,2199,Personal," 405,812.00 ",4.76,01/05/2021,19/02/2027,,
1544,2200,Personal," 42,975.00 ",11.01,02/12/2023,23/08/2029,,
738,2202,Education," 64,602.00 ",10.47,07/05/2023,15/03/2028,,
1095,2203,Personal," 160,664.00 ",9.02,23/12/2020,12/01/2029,,
1954,2204,Home," 168,288.00 ",12.5,13/04/2022,24/08/2028,,
96,2206,Personal," 370,685.00 ",10.84,11/02/2023,28/03/2029,,
1356,2206,Personal," 51,258.00 ",11.48,25/01/2021,10/10/2029,,
985,2209,Personal," 415,905.00 ",11.69,12/06/2021,08/03/2026,,
1207,2209,Home," 106,777.00 ",10.25,20/12/2020,26/11/2027,,
480,2210,Education," 61,625.00 ",6.04,01/06/2020,08/02/2026,,
316,2214,Home," 279,695.00 ",3.36,03/06/2020,26/02/2026,,
1916,2215,Education," 177,608.00 ",6.55,05/03/2022,24/01/2030,,
255,2215,Home," 166,945.00 ",7.35,06/02/2024,07/10/2029,,
317,2216,Car," 276,176.00 ",4.37,14/07/2020,12/05/2026,,
2025,2222,Home," 147,661.00 ",4.96,15/08/2020,28/06/2029,,
198,2223,Home," 469,899.00 ",6.79,18/04/2021,28/05/2027,,
1128,2224,Personal," 59,323.00 ",4.91,28/02/2021,26/08/2029,,
2428,2226,Car," 384,731.00 ",7.99,03/04/2021,01/05/2028,,
1352,2226,Home," 377,937.00 ",2.73,21/10/2021,26/03/2029,,
390,2226,Personal," 192,285.00 ",6.73,18/07/2021,03/10/2025,,
581,2227,Personal," 12,606.00 ",2.99,17/08/2022,25/02/2026,,
1085,2231,Car," 413,617.00 ",5.01,24/01/2023,17/01/2026,,
2061,2231,Home," 224,408.00 ",3.8,22/05/2022,31/08/2025,,
298,2232,Car," 276,527.00 ",2.97,03/11/2023,14/09/2027,,
1240,2233,Car," 350,342.00 ",11.57,14/12/2021,12/03/2029,,
560,2233,Home," 29,597.00 ",7.68,11/08/2020,14/03/2028,,
2205,2235,Home," 412,043.00 ",3.87,15/01/2022,16/11/2025,,
1733,2238,Personal," 483,358.00 ",9.12,18/05/2022,08/09/2025,,
178,2239,Car," 264,640.00 ",3.99,19/05/2020,16/05/2029,,
1484,2239,Personal," 250,598.00 ",5.08,27/08/2022,15/10/2027,,
876,2243,Education," 39,993.00 ",8.8,11/01/2021,24/11/2029,,
117,2245,Personal," 490,667.00 ",4.79,13/06/2020,17/07/2026,,
2346,2245,Car," 289,242.00 ",8.13,28/09/2020,04/08/2025,,
1274,2245,Car," 111,773.00 ",8.63,29/03/2024,15/10/2029,,
1817,2245,Education," 89,879.00 ",8.54,10/07/2020,15/10/2028,,
1448,2246,Education," 436,089.00 ",10.61,10/03/2021,25/02/2027,,
1691,2247,Personal," 191,464.00 ",8.55,17/12/2020,15/07/2025,,
1858,2247,Personal," 63,884.00 ",3.6,14/12/2023,01/09/2028,,
2391,2249,Personal," 486,769.00 ",10.65,25/12/2022,10/04/2030,,
2308,2249,Education," 336,332.00 ",2.8,21/06/2023,03/12/2028,,
2128,2252,Car," 235,559.00 ",12.4,06/10/2022,27/06/2027,,
812,2252,Personal," 162,747.00 ",3.26,30/01/2024,24/03/2029,,
580,2257,Home," 197,371.00 ",10.54,16/09/2020,26/07/2028,,
1323,2261,Education," 499,461.00 ",6.83,24/11/2022,06/04/2028,,
1923,2261,Personal," 55,280.00 ",5.23,18/08/2023,28/02/2029,,
157,2262,Education," 382,603.00 ",12.16,14/11/2021,10/05/2030,,
2408,2262,Education," 229,232.00 ",6.43,19/10/2020,17/10/2029,,
1404,2263,Home," 123,267.00 ",6.7,25/10/2022,27/08/2027,,
