CallID,CustomerID,CallDate,IssueType,Resolved
1298,4877,2024-11-25,Account Access,Yes
1299,4612,2024-08-10,Account Access,No
1300,4602,2025-03-07,Transaction Dispute,Yes
1301,3158,2024-11-04,Transaction Dispute,No
1302,4919,2025-02-07,Transaction Dispute,No
1303,896,2024-06-27,Loan Query,No
1304,2425,2025-05-08,Card Issue,No
1305,3493,2024-10-04,Account Access,No
1306,609,2024-10-03,Account Access,Yes
1307,407,2024-07-03,Transaction Dispute,Yes
1308,222,2025-01-17,Card Issue,Yes
1309,2980,2024-07-24,Account Access,Yes
1310,4624,2025-05-05,Loan Query,Yes
1311,1446,2024-07-02,Transaction Dispute,No
1312,1415,2024-08-24,Account Access,Yes
1313,2131,2025-03-18,Account Access,Yes
1314,4818,2025-03-17,Card Issue,Yes
1315,4041,2024-12-31,Account Access,Yes
1316,4042,2024-05-21,Loan Query,Yes
1317,2780,2025-03-14,Transaction Dispute,Yes
1318,2445,2025-01-05,Loan Query,Yes
1319,477,2025-04-25,Transaction Dispute,No
1320,3942,2024-10-11,Transaction Dispute,No
1321,3721,2024-06-26,Card Issue,Yes
1322,3535,2024-08-04,Card Issue,Yes
1323,3677,2024-11-11,Transaction Dispute,No
1324,4732,2025-04-07,Loan Query,Yes
1325,425,2024-07-21,Loan Query,Yes
1326,3757,2024-10-17,Loan Query,Yes
1327,1180,2024-12-23,Transaction Dispute,No
1328,1669,2024-12-06,Account Access,Yes
1329,1974,2024-06-20,Account Access,Yes
1330,1116,2025-01-12,Transaction Dispute,Yes
1331,3750,2024-12-14,Card Issue,Yes
1332,2672,2024-09-16,Card Issue,No
1333,4637,2024-12-22,Transaction Dispute,No
1334,2924,2024-05-31,Account Access,No
1335,4421,2024-05-24,Account Access,Yes
1336,2283,2024-06-28,Transaction Dispute,Yes
1337,2070,2025-02-23,Account Access,Yes
1338,2572,2025-01-19,Account Access,Yes
1339,1297,2024-08-02,Account Access,Yes
1340,2382,2025-02-25,Card Issue,Yes
1341,3616,2024-05-29,Card Issue,No
1342,4478,2024-10-06,Account Access,Yes
1343,2249,2024-07-21,Account Access,No
1344,4020,2025-02-22,Loan Query,Yes
1345,2706,2024-12-25,Card Issue,No
1346,1792,2024-07-22,Loan Query,No
1347,4619,2025-03-29,Account Access,Yes
1348,1052,2024-05-28,Transaction Dispute,Yes
1349,197,2025-04-04,Transaction Dispute,Yes
1350,3493,2025-01-28,Loan Query,No
1351,245,2024-06-21,Card Issue,No
1352,4147,2024-11-29,Card Issue,No
1353,4626,2025-03-19,Transaction Dispute,No
1354,632,2024-07-05,Loan Query,Yes
1355,886,2024-06-09,Loan Query,Yes
1356,2735,2025-03-05,Loan Query,Yes
1357,3412,2024-06-21,Card Issue,No
1358,3044,2024-10-17,Card Issue,No
1359,2844,2025-01-17,Account Access,Yes
1360,582,2024-06-17,Card Issue,Yes
1361,3992,2024-10-04,Account Access,Yes
1362,3211,2024-09-11,Account Access,Yes
1363,4499,2024-12-29,Loan Query,Yes
1364,4342,2025-05-11,Card Issue,Yes
1365,1776,2024-07-31,Transaction Dispute,No
1366,3430,2025-03-30,Transaction Dispute,Yes
1367,2980,2024-07-04,Card Issue,No
1368,3326,2025-02-13,Loan Query,Yes
1369,3958,2024-08-28,Loan Query,Yes
1370,1900,2025-03-19,Account Access,Yes
1371,2166,2025-02-05,Card Issue,Yes
1372,1039,2024-06-11,Loan Query,Yes
1373,3399,2025-03-14,Card Issue,Yes
1374,182,2024-10-31,Loan Query,No
1375,1439,2024-08-18,Account Access,Yes
1376,3563,2025-05-03,Loan Query,Yes
1377,2831,2025-02-22,Loan Query,No
1378,4435,2025-01-29,Transaction Dispute,No
1379,2935,2025-01-29,Transaction Dispute,No
1380,2679,2024-11-20,Transaction Dispute,No
1381,4525,2024-11-27,Card Issue,No
1382,1573,2024-05-25,Card Issue,No
1383,2983,2025-05-09,Loan Query,No
1384,1399,2024-09-28,Loan Query,Yes
1385,898,2024-11-23,Transaction Dispute,Yes
1386,1922,2025-04-05,Loan Query,No
1387,2842,2024-07-15,Account Access,No
1388,3596,2025-04-05,Transaction Dispute,No
1389,1112,2025-03-23,Account Access,Yes
1390,533,2025-02-02,Loan Query,No
1391,4198,2024-07-22,Account Access,Yes
1392,4718,2024-12-05,Account Access,No
1393,123,2025-03-07,Card Issue,No
1394,2720,2025-04-20,Card Issue,No
1395,2302,2024-08-27,Transaction Dispute,No
1396,1231,2024-07-18,Loan Query,No
1397,2832,2025-03-25,Account Access,No
1398,2954,2025-03-03,Card Issue,Yes
1399,3122,2025-01-12,Account Access,Yes
1400,2220,2024-05-21,Transaction Dispute,No
1401,1626,2024-06-21,Card Issue,Yes
1402,2522,2024-11-29,Loan Query,Yes
1403,3312,2025-03-14,Transaction Dispute,Yes
1404,314,2024-05-24,Transaction Dispute,No
1405,886,2025-01-04,Loan Query,Yes
1406,3299,2025-03-27,Account Access,No
1407,4556,2024-06-04,Card Issue,Yes
1408,3186,2025-03-18,Loan Query,Yes
1409,4277,2024-10-07,Loan Query,Yes
1410,2219,2025-04-20,Card Issue,No
1411,2349,2024-07-20,Transaction Dispute,Yes
1412,1534,2025-03-15,Card Issue,No
1413,4132,2024-10-01,Card Issue,Yes
1414,3523,2024-06-16,Transaction Dispute,Yes
1415,4552,2025-01-19,Card Issue,Yes
1416,982,2025-03-01,Loan Query,Yes
1417,3252,2025-02-02,Transaction Dispute,No
1418,3495,2024-07-19,Loan Query,Yes
1419,4892,2024-11-05,Card Issue,No
1420,4155,2025-03-25,Account Access,No
1421,2569,2025-04-12,Loan Query,Yes
1422,3176,2024-08-12,Account Access,Yes
1423,4278,2024-11-21,Account Access,No
1424,3899,2025-04-02,Account Access,No
1425,966,2025-01-23,Transaction Dispute,No
1426,1357,2024-12-31,Card Issue,Yes
1427,2780,2024-11-19,Transaction Dispute,Yes
1428,4689,2025-04-26,Loan Query,Yes
1429,3552,2025-02-17,Loan Query,Yes
1430,1483,2025-03-26,Transaction Dispute,Yes
1431,2152,2025-04-29,Transaction Dispute,No
1432,3868,2024-12-22,Loan Query,Yes
1433,4438,2024-05-29,Card Issue,Yes
1434,807,2024-05-13,Transaction Dispute,No
1435,3895,2024-12-19,Card Issue,No
1436,4101,2024-07-23,Account Access,Yes
1437,1493,2024-11-04,Card Issue,No
1438,544,2024-05-21,Card Issue,Yes
1439,3978,2025-02-23,Transaction Dispute,No
1440,1469,2025-01-22,Loan Query,Yes
1441,4960,2025-01-29,Loan Query,No
1442,4756,2024-06-16,Transaction Dispute,Yes
1443,1344,2025-02-26,Transaction Dispute,No
1444,3168,2024-09-09,Card Issue,No
1445,3114,2024-10-03,Loan Query,Yes
1446,3480,2024-10-27,Card Issue,Yes
1447,3305,2024-09-15,Account Access,Yes
1448,1922,2024-08-20,Account Access,No
1449,3561,2024-08-22,Card Issue,Yes
1450,2883,2024-06-22,Loan Query,No
1451,2879,2024-09-13,Loan Query,Yes
1452,3657,2024-05-21,Loan Query,No
1453,2236,2025-03-15,Account Access,No
1454,4206,2024-06-13,Transaction Dispute,Yes
1455,2526,2024-07-24,Transaction Dispute,Yes
1456,718,2024-12-03,Loan Query,Yes
1457,4919,2024-07-09,Account Access,No
1458,1799,2024-12-31,Card Issue,No
1459,4365,2025-05-01,Loan Query,Yes
1460,4342,2025-05-07,Loan Query,Yes
1461,3538,2024-12-20,Account Access,No
1462,3114,2025-03-08,Transaction Dispute,No
1463,405,2025-04-02,Card Issue,Yes
1464,271,2025-01-25,Transaction Dispute,Yes
1465,1482,2025-04-29,Loan Query,Yes
1466,4572,2024-06-23,Account Access,No
1467,3199,2025-03-15,Transaction Dispute,No
1468,4791,2024-10-21,Account Access,No
1469,3021,2024-08-17,Loan Query,No
1470,343,2024-10-14,Loan Query,Yes
1471,2007,2024-06-03,Transaction Dispute,No
1472,1479,2024-06-26,Loan Query,No
1473,875,2024-10-10,Transaction Dispute,Yes
1474,2262,2024-10-19,Card Issue,No
1475,4942,2024-08-12,Loan Query,No
1476,959,2024-11-11,Account Access,No
1477,3171,2025-02-19,Transaction Dispute,Yes
1478,550,2024-08-28,Card Issue,Yes
1479,3276,2025-03-10,Loan Query,No
1480,1077,2025-03-28,Loan Query,Yes
1481,780,2024-09-09,Card Issue,No
1482,333,2024-12-01,Loan Query,No
1483,880,2025-02-09,Card Issue,No
1484,824,2025-02-02,Card Issue,Yes
1485,1959,2024-08-19,Transaction Dispute,Yes
1486,1511,2025-03-16,Loan Query,No
1487,2764,2025-04-19,Account Access,Yes
1488,873,2024-05-30,Account Access,No
1489,2344,2024-09-30,Account Access,Yes
1490,717,2024-12-09,Transaction Dispute,No
1491,760,2025-04-19,Transaction Dispute,No
1492,80,2024-12-04,Account Access,No
1493,1901,2025-03-30,Account Access,No
1494,4982,2025-02-20,Transaction Dispute,No
1495,4983,2024-09-26,Account Access,Yes
1496,3428,2025-03-26,Loan Query,No
1497,2375,2025-04-01,Transaction Dispute,Yes
1498,263,2024-09-02,Loan Query,Yes
1499,3126,2024-08-27,Transaction Dispute,No
1500,1045,2024-05-26,Transaction Dispute,No
1501,3065,2024-09-03,Loan Query,No
1502,1587,2024-09-19,Account Access,No
1503,4528,2024-09-29,Card Issue,Yes
1504,1872,2024-11-25,Account Access,No
1505,1568,2024-12-15,Account Access,No
1506,780,2024-05-26,Loan Query,Yes
1507,3683,2024-05-17,Loan Query,No
1508,2867,2024-10-25,Transaction Dispute,No
1509,2022,2024-05-17,Card Issue,No
1510,2982,2024-07-31,Transaction Dispute,No
1511,2892,2025-01-04,Loan Query,Yes
1512,2179,2024-06-03,Account Access,No
1513,3770,2024-10-06,Account Access,Yes
1514,4575,2025-02-03,Account Access,Yes
1515,4418,2024-07-09,Transaction Dispute,No
1516,996,2025-04-23,Card Issue,Yes
1517,1635,2024-11-11,Loan Query,Yes
1518,1915,2025-03-21,Account Access,Yes
1519,3848,2024-09-18,Loan Query,No
1520,873,2025-01-19,Card Issue,Yes
1521,564,2025-03-31,Loan Query,Yes
1522,3808,2025-04-18,Loan Query,No
1523,1967,2025-04-25,Account Access,No
1524,288,2024-09-22,Account Access,Yes
1525,4218,2024-09-05,Transaction Dispute,Yes
1526,1854,2025-01-29,Account Access,Yes
1527,3346,2024-05-17,Card Issue,Yes
1528,2634,2024-05-27,Loan Query,No
1529,4229,2025-04-08,Card Issue,Yes
1530,1373,2025-01-04,Transaction Dispute,Yes
1531,3679,2024-11-07,Card Issue,No
1532,187,2025-03-03,Loan Query,Yes
1533,825,2025-02-17,Card Issue,Yes
1534,727,2024-11-17,Account Access,Yes
1535,3681,2024-10-25,Loan Query,No
1536,2019,2025-04-17,Transaction Dispute,No
1537,2634,2025-03-12,Account Access,No
1538,1204,2025-02-05,Transaction Dispute,Yes
1539,4909,2025-02-24,Transaction Dispute,Yes
1540,402,2024-07-15,Transaction Dispute,No
1541,1185,2024-09-02,Account Access,No
1542,4933,2024-05-17,Card Issue,Yes
1543,4643,2024-07-23,Account Access,No
1544,3035,2024-10-25,Transaction Dispute,Yes
1545,3689,2024-12-16,Transaction Dispute,No
1546,774,2025-04-23,Account Access,Yes
1547,3746,2024-08-16,Loan Query,No
1548,2231,2024-06-10,Transaction Dispute,Yes
1549,1226,2024-09-23,Card Issue,No
1550,1837,2024-08-19,Account Access,No
1551,1221,2025-02-22,Account Access,No
1552,3330,2025-02-26,Loan Query,No
1553,2464,2024-05-12,Account Access,No
1554,585,2024-08-13,Card Issue,No
1555,1914,2024-10-28,Transaction Dispute,No
1556,754,2025-01-02,Account Access,No
1557,2581,2024-12-13,Card Issue,Yes
1558,4504,2024-11-16,Loan Query,No
1559,1761,2024-11-03,Transaction Dispute,Yes
1560,4126,2025-02-23,Loan Query,Yes
1561,4247,2024-09-09,Account Access,Yes
1562,3204,2024-12-18,Card Issue,Yes
1563,155,2024-07-27,Account Access,Yes
1564,3720,2024-11-02,Transaction Dispute,No
1565,1976,2025-04-01,Account Access,No
1566,4554,2025-01-01,Card Issue,No
1567,759,2024-06-10,Loan Query,No
1568,4961,2024-05-21,Card Issue,Yes
1569,4215,2024-12-06,Loan Query,No
1570,45,2024-10-20,Account Access,Yes
1571,1058,2024-12-17,Transaction Dispute,No
1572,1973,2025-01-09,Transaction Dispute,Yes
1573,2377,2024-07-24,Loan Query,No
1574,1096,2025-01-13,Account Access,No
1575,3451,2024-09-29,Loan Query,Yes
1576,4811,2025-02-08,Transaction Dispute,Yes
1577,4011,2024-12-24,Card Issue,Yes
1578,4963,2024-12-07,Loan Query,No
1579,1484,2025-01-14,Card Issue,Yes
1580,2094,2024-06-19,Transaction Dispute,Yes
1581,676,2025-04-16,Transaction Dispute,No
1582,3253,2024-06-18,Card Issue,No
1583,2958,2025-01-22,Account Access,No
1584,3439,2024-07-11,Transaction Dispute,No
1585,4113,2025-02-24,Loan Query,Yes
1586,3873,2024-11-23,Transaction Dispute,No
1587,2637,2024-05-27,Loan Query,No
1588,2988,2025-02-04,Card Issue,Yes
1589,4875,2024-07-24,Card Issue,Yes
1590,2396,2025-03-11,Loan Query,No
1591,3454,2024-12-27,Account Access,Yes
1592,469,2024-10-18,Account Access,No
1593,800,2024-07-22,Card Issue,Yes
1594,1665,2025-03-12,Card Issue,Yes
1595,3623,2024-10-01,Transaction Dispute,No
1596,1668,2024-12-05,Card Issue,Yes
1597,2302,2024-12-07,Card Issue,Yes
1598,2479,2024-08-23,Transaction Dispute,Yes
1599,2719,2024-08-20,Account Access,Yes
1600,771,2025-04-26,Account Access,Yes
1601,3371,2025-04-12,Account Access,No
1602,4345,2024-11-08,Account Access,No
1603,4256,2024-09-20,Loan Query,No
1604,3821,2024-07-14,Card Issue,No
1605,165,2024-06-29,Account Access,No
1606,2650,2025-03-01,Card Issue,Yes
1607,646,2024-11-18,Loan Query,No
1608,2401,2024-11-02,Account Access,Yes
1609,2161,2024-09-29,Account Access,Yes
1610,4424,2025-02-04,Transaction Dispute,No
1611,2622,2025-03-29,Card Issue,No
1612,3737,2024-06-08,Transaction Dispute,Yes
1613,3776,2024-05-28,Transaction Dispute,No
1614,4937,2024-07-12,Loan Query,No
1615,117,2024-10-31,Account Access,Yes
1616,2489,2024-11-13,Card Issue,No
1617,4391,2025-01-15,Account Access,No
1618,851,2024-06-19,Account Access,Yes
1619,2406,2024-05-14,Card Issue,No
1620,2823,2024-05-22,Transaction Dispute,No
1621,4325,2025-03-28,Loan Query,No
1622,813,2024-11-01,Account Access,No
1623,4282,2025-04-09,Transaction Dispute,Yes
1624,577,2024-08-24,Transaction Dispute,No
1625,1776,2024-06-01,Account Access,No
1626,2407,2025-03-13,Account Access,No
1627,4572,2025-04-21,Transaction Dispute,No
1628,3844,2025-01-09,Account Access,No
1629,3312,2024-12-29,Loan Query,No
1630,3490,2024-09-02,Card Issue,No
1631,4239,2024-05-30,Card Issue,Yes
1632,1112,2024-05-28,Transaction Dispute,Yes
1633,352,2025-04-14,Transaction Dispute,Yes
1634,4371,2024-06-10,Card Issue,No
1635,1336,2025-05-07,Loan Query,Yes
1636,1285,2024-12-20,Transaction Dispute,No
1637,3750,2024-07-15,Account Access,No
1638,770,2024-05-19,Account Access,No
1639,2164,2024-10-04,Loan Query,No
1640,2936,2024-08-19,Loan Query,Yes
1641,4917,2024-10-09,Account Access,Yes
1642,4862,2025-01-03,Card Issue,Yes
1643,3255,2025-04-26,Card Issue,Yes
1644,1536,2025-01-21,Account Access,Yes
1645,3692,2024-10-25,Card Issue,No
1646,1780,2025-04-22,Loan Query,Yes
1647,2192,2025-02-11,Account Access,No
1648,1128,2025-01-20,Loan Query,No
1649,2488,2025-01-29,Loan Query,No
1650,1721,2024-09-02,Loan Query,Yes
1651,4870,2025-02-02,Card Issue,No
1652,3201,2025-02-25,Card Issue,No
1653,1731,2024-07-15,Card Issue,Yes
1654,3706,2024-11-07,Card Issue,No
1655,4863,2024-12-23,Account Access,Yes
1656,3164,2024-11-13,Account Access,Yes
1657,3111,2024-05-14,Card Issue,No
1658,892,2024-09-02,Loan Query,No
1659,677,2025-03-04,Loan Query,Yes
1660,2180,2024-05-14,Transaction Dispute,No
1661,1506,2025-01-06,Account Access,No
1662,3129,2024-05-20,Transaction Dispute,Yes
1663,3805,2024-11-24,Account Access,Yes
1664,719,2024-07-12,Transaction Dispute,Yes
1665,3550,2024-05-25,Loan Query,No
1666,1561,2024-11-13,Loan Query,No
1667,1721,2025-05-07,Loan Query,Yes
1668,4608,2024-09-22,Loan Query,No
1669,3442,2025-01-02,Transaction Dispute,No
1670,1862,2025-01-21,Account Access,Yes
1671,2573,2024-11-12,Card Issue,No
1672,4524,2024-11-24,Card Issue,Yes
1673,3242,2025-05-11,Loan Query,Yes
1674,3373,2024-05-20,Account Access,No
1675,3751,2025-02-05,Transaction Dispute,Yes
1676,3305,2024-06-27,Account Access,Yes
1677,4455,2024-12-08,Card Issue,Yes
1678,10,2024-06-14,Transaction Dispute,Yes
1679,2713,2024-09-06,Account Access,No
1680,788,2024-11-25,Loan Query,No
1681,3049,2024-06-15,Loan Query,Yes
1682,3211,2025-02-15,Card Issue,No
1683,2904,2024-09-17,Loan Query,Yes
1684,3254,2024-05-19,Transaction Dispute,Yes
1685,4487,2024-06-01,Transaction Dispute,No
1686,460,2024-11-08,Account Access,Yes
1687,2500,2024-07-24,Transaction Dispute,Yes
1688,4515,2024-11-05,Card Issue,Yes
1689,1694,2024-05-30,Transaction Dispute,No
1690,4368,2024-09-05,Account Access,No
1691,3409,2024-07-11,Card Issue,No
1692,2447,2024-05-22,Card Issue,Yes
1693,1773,2024-11-11,Loan Query,Yes
1694,921,2025-01-31,Card Issue,Yes
1695,694,2025-01-25,Loan Query,No
1696,1381,2024-09-09,Account Access,Yes
1697,618,2024-05-22,Account Access,Yes
1698,1353,2024-12-28,Loan Query,Yes
1699,1476,2024-10-26,Loan Query,Yes
1700,315,2024-12-24,Loan Query,No
1701,1980,2024-06-14,Account Access,No
1702,3678,2024-09-18,Card Issue,No
1703,1193,2024-07-08,Loan Query,No
1704,236,2024-09-09,Account Access,No
1705,1076,2025-04-08,Loan Query,Yes
1706,4694,2025-05-07,Account Access,Yes
1707,4098,2024-08-22,Loan Query,Yes
1708,3199,2025-03-14,Loan Query,Yes
1709,1515,2025-03-04,Loan Query,No
1710,698,2025-04-29,Loan Query,No
1711,321,2024-05-28,Transaction Dispute,No
1712,4707,2024-06-02,Account Access,No
1713,4604,2024-11-06,Account Access,Yes
1714,1522,2025-02-04,Loan Query,Yes
1715,2202,2024-10-07,Card Issue,Yes
1716,4270,2025-05-01,Account Access,No
1717,4857,2024-08-31,Loan Query,No
1718,2629,2024-10-05,Account Access,No
1719,3561,2025-01-30,Account Access,Yes
1720,4119,2025-01-11,Transaction Dispute,Yes
1721,1591,2024-09-21,Account Access,Yes
1722,1068,2025-04-25,Loan Query,No
1723,2724,2025-03-15,Loan Query,Yes
1724,3993,2025-03-25,Transaction Dispute,No
1725,3565,2025-04-07,Loan Query,No
1726,976,2025-04-22,Loan Query,No
1727,3644,2025-02-02,Transaction Dispute,No
1728,4476,2024-10-02,Account Access,Yes
1729,789,2025-01-14,Card Issue,No
1730,3693,2025-03-28,Transaction Dispute,No
1731,2050,2025-03-16,Loan Query,No
1732,2268,2024-07-30,Loan Query,No
1733,3036,2024-10-07,Loan Query,No
1734,1285,2024-12-11,Transaction Dispute,No
1735,2316,2024-07-25,Transaction Dispute,No
1736,3808,2024-11-09,Loan Query,Yes
1737,412,2025-04-16,Transaction Dispute,Yes
1738,976,2024-05-21,Card Issue,Yes
1739,2656,2025-01-28,Card Issue,Yes
1740,1409,2024-08-19,Transaction Dispute,Yes
1741,4895,2024-11-30,Loan Query,Yes
1742,772,2024-09-11,Transaction Dispute,No
1743,4694,2024-05-25,Account Access,No
1744,4811,2025-04-30,Loan Query,No
1745,2987,2024-10-28,Loan Query,No
1746,1195,2025-03-01,Account Access,Yes
1747,1620,2024-12-14,Account Access,Yes
1748,4394,2024-05-29,Transaction Dispute,No
1749,2919,2025-05-10,Loan Query,Yes
1750,319,2025-03-29,Card Issue,Yes
1751,382,2024-07-20,Account Access,Yes
1752,3914,2024-08-07,Account Access,No
1753,3392,2024-10-17,Account Access,No
1754,2888,2025-02-01,Transaction Dispute,Yes
1755,1775,2024-11-21,Loan Query,Yes
1756,4257,2024-11-23,Transaction Dispute,No
1757,823,2024-10-08,Card Issue,No
1758,3770,2024-08-29,Account Access,No
1759,961,2024-09-18,Card Issue,No
1760,909,2024-08-15,Loan Query,No
1761,4673,2025-01-17,Transaction Dispute,Yes
1762,1043,2024-07-18,Card Issue,No
1763,4526,2025-04-01,Transaction Dispute,Yes
1764,221,2025-05-03,Account Access,No
1765,3913,2025-01-20,Card Issue,No
1766,2315,2025-03-28,Loan Query,Yes
1767,3001,2024-07-30,Transaction Dispute,No
1768,1870,2024-09-21,Transaction Dispute,Yes
1769,3790,2025-01-20,Loan Query,No
1770,823,2025-04-06,Loan Query,No
1771,1861,2024-12-10,Transaction Dispute,No
1772,4440,2024-08-27,Transaction Dispute,Yes
1773,3320,2024-07-06,Account Access,Yes
1774,1824,2025-04-18,Transaction Dispute,No
1775,2012,2024-05-20,Card Issue,No
1776,3745,2024-11-30,Loan Query,No
1777,1151,2024-08-06,Card Issue,Yes
1778,3280,2024-09-15,Transaction Dispute,Yes
1779,1566,2025-04-03,Transaction Dispute,No
1780,1374,2024-10-28,Card Issue,Yes
1781,482,2024-05-20,Transaction Dispute,No
1782,4269,2024-08-20,Card Issue,No
1783,3063,2024-09-15,Card Issue,No
1784,4690,2025-03-07,Loan Query,Yes
1785,2311,2025-04-15,Loan Query,Yes
1786,4052,2025-03-17,Card Issue,No
1787,2203,2024-06-17,Card Issue,Yes
1788,2577,2024-12-30,Loan Query,Yes
1789,1022,2025-03-27,Transaction Dispute,No
1790,1200,2024-05-13,Account Access,No
1791,4186,2024-09-27,Transaction Dispute,No
1792,4021,2025-03-28,Transaction Dispute,Yes
1793,3425,2024-10-15,Transaction Dispute,No
1794,314,2024-08-29,Transaction Dispute,No
1795,265,2024-05-23,Account Access,Yes
1796,1377,2024-05-27,Loan Query,Yes
1797,2727,2024-09-24,Transaction Dispute,No
1798,3803,2024-11-13,Loan Query,Yes
1799,2570,2024-12-28,Account Access,No
1800,1421,2025-02-19,Account Access,Yes
1801,82,2024-08-28,Transaction Dispute,Yes
1802,3945,2025-05-02,Account Access,No
1803,1801,2025-04-25,Account Access,Yes
1804,3241,2025-04-29,Account Access,Yes
1805,2513,2025-03-03,Transaction Dispute,Yes
1806,1522,2024-09-25,Transaction Dispute,Yes
1807,2290,2024-11-06,Loan Query,No
1808,4496,2025-03-11,Loan Query,Yes
1809,4962,2024-10-25,Card Issue,Yes
1810,4894,2024-11-19,Card Issue,Yes
1811,4510,2024-10-05,Account Access,Yes
1812,261,2024-07-19,Card Issue,No
1813,3117,2024-05-22,Transaction Dispute,No
1814,3540,2024-05-12,Account Access,Yes
1815,3898,2024-06-27,Transaction Dispute,Yes
1816,3803,2024-10-23,Loan Query,Yes
1817,4769,2025-03-24,Loan Query,Yes
1818,1257,2025-01-20,Account Access,Yes
1819,4562,2025-03-27,Loan Query,Yes
1820,2874,2025-01-10,Account Access,No
1821,1235,2024-12-10,Loan Query,Yes
1822,213,2024-11-19,Account Access,No
1823,3012,2025-04-22,Account Access,Yes
1824,549,2024-09-04,Account Access,No
1825,1591,2024-07-28,Loan Query,No
1826,3085,2024-09-29,Transaction Dispute,Yes
1827,3613,2024-11-21,Loan Query,Yes
1828,935,2025-02-25,Card Issue,No
1829,3272,2025-05-05,Card Issue,Yes
1830,2621,2025-04-01,Loan Query,No
1831,1864,2024-08-16,Account Access,No
1832,4813,2024-05-25,Transaction Dispute,No
1833,1933,2025-04-22,Transaction Dispute,No
1834,2298,2024-12-12,Card Issue,Yes
1835,1495,2025-01-04,Account Access,Yes
1836,2458,2024-12-12,Card Issue,Yes
1837,4312,2024-11-12,Card Issue,Yes
1838,3179,2025-04-17,Account Access,Yes
1839,3939,2025-04-03,Card Issue,Yes
1840,2075,2025-04-25,Transaction Dispute,Yes
1841,1865,2024-10-24,Transaction Dispute,Yes
1842,2008,2024-11-12,Account Access,Yes
1843,1621,2024-09-05,Card Issue,Yes
1844,2111,2024-08-31,Card Issue,Yes
1845,2140,2024-12-24,Loan Query,No
1846,3474,2024-05-18,Transaction Dispute,Yes
1847,1090,2025-04-07,Loan Query,Yes
1848,4768,2024-10-01,Account Access,No
1849,4974,2024-12-23,Loan Query,No
1850,69,2025-03-12,Loan Query,Yes
1851,1014,2025-01-05,Account Access,Yes
1852,2735,2025-05-01,Card Issue,Yes
1853,3613,2025-03-27,Loan Query,Yes
1854,549,2024-07-01,Account Access,No
1855,723,2024-09-09,Transaction Dispute,No
1856,2612,2024-09-20,Loan Query,No
1857,2163,2024-12-22,Card Issue,Yes
1858,2668,2024-11-18,Loan Query,No
1859,1529,2025-04-25,Account Access,Yes
1860,4230,2025-01-15,Card Issue,Yes
1861,470,2024-07-06,Transaction Dispute,No
1862,3715,2024-06-24,Transaction Dispute,No
1863,3836,2025-03-01,Account Access,No
1864,113,2024-11-09,Card Issue,Yes
1865,4410,2025-03-14,Transaction Dispute,Yes
1866,3062,2025-01-14,Loan Query,No
1867,2077,2025-01-17,Transaction Dispute,Yes
1868,8,2024-07-20,Account Access,Yes
1869,2486,2024-06-29,Transaction Dispute,Yes
1870,4654,2025-02-17,Account Access,Yes
1871,764,2024-11-16,Transaction Dispute,Yes
1872,4236,2024-11-16,Card Issue,Yes
1873,428,2024-07-29,Account Access,No
1874,1465,2024-11-12,Transaction Dispute,Yes
1875,1432,2024-11-19,Card Issue,No
1876,4258,2025-03-20,Transaction Dispute,No
1877,1264,2024-06-10,Card Issue,Yes
1878,856,2024-10-08,Account Access,No
1879,1716,2024-11-13,Account Access,No
1880,3045,2024-07-26,Transaction Dispute,No
1881,3532,2025-01-16,Loan Query,No
1882,2480,2024-10-28,Card Issue,No
1883,2405,2024-09-24,Loan Query,Yes
1884,3752,2025-01-26,Account Access,Yes
1885,2,2024-07-16,Loan Query,No
1886,1065,2024-09-21,Account Access,No
1887,6,2025-01-19,Loan Query,No
1888,3058,2024-11-30,Loan Query,No
1889,2086,2024-10-02,Loan Query,Yes
1890,769,2024-10-18,Loan Query,No
1891,2129,2024-10-29,Card Issue,No
1892,2478,2024-11-06,Card Issue,No
1893,3155,2025-01-11,Card Issue,No
1894,4530,2025-05-03,Transaction Dispute,No
1895,3202,2024-08-12,Account Access,No
1896,3567,2024-12-10,Card Issue,Yes
1897,471,2024-07-13,Transaction Dispute,Yes
1898,3428,2025-02-16,Transaction Dispute,No
1899,3663,2025-05-03,Card Issue,No
1900,2011,2024-08-01,Loan Query,Yes
1901,954,2024-09-24,Transaction Dispute,No
1902,1174,2024-07-11,Card Issue,No
1903,3834,2024-10-11,Account Access,No
1904,1562,2024-08-06,Account Access,No
1905,4334,2024-12-04,Account Access,No
1906,2059,2024-07-03,Card Issue,No
1907,4002,2024-08-04,Loan Query,No
1908,2239,2024-10-13,Card Issue,No
1909,4391,2025-03-08,Account Access,No
1910,506,2024-08-24,Transaction Dispute,Yes
1911,2070,2024-07-08,Account Access,Yes
1912,4390,2024-06-26,Loan Query,No
1913,2362,2024-11-12,Loan Query,No
1914,3209,2025-01-02,Card Issue,No
1915,3777,2024-12-28,Account Access,Yes
1916,1448,2025-03-10,Loan Query,No
1917,4874,2024-07-10,Loan Query,No
1918,2602,2024-06-03,Account Access,No
1919,3179,2025-01-19,Card Issue,No
1920,524,2024-12-21,Account Access,No
1921,4624,2024-12-19,Transaction Dispute,No
1922,1297,2024-05-29,Loan Query,No
1923,4346,2024-10-27,Card Issue,Yes
1924,1350,2024-05-25,Card Issue,No
